Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total population,Sex ratio (males per 100 females),Median age (years),Unemployment Rate,Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,Asian,Hispanic or Latino (of any race),geoid,typo,INTPTLAT_x,INTPTLONG,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT_y,INTPTLONG,relation_max_fee,relation_min_fee
307,428,40.5,57022,62008,1208,1.7,3.5,530500,2216,517,1291,3352,1705,1636,3352,90.89,33.3,0.04,0.01,0.03900655572,0.01,0.1,0.08,0.02,0.09,0.14,0.39,0.06,0.05,0.06,0.04,0.96,0.54,0.92,0.1,0.32,0.52,0.08,0.03,0.07,0.09,0.43,0.06,0.49,0.48,0.08,0.06,0.35,0.02,0.08,0.17,0.67,0.12,0.08,36047077400,MHI - Ongoing Exclusion,40.63,-73.95,0,0,0,NY,147764,0,0.057,0,40.63168,-73.947607,1875,1105
197,393,45.3,57000,63243,1872,6.2,3.9,270400,1545,604,1256,3756,1921,1870,3767,67.42,41.5,0.09,0.01,0.03,0.01,0.06,0.08,0.03,0.07,0.1,0.38,0.06,0.08,0.09,0.05,0.94,0.65,0.44,0.02,0.29,0.53,0.1,0.01,0.03,0.04,0.71,0.18,0.4,0.38,0.04,0.06,0.37,0.07,0.22,0.04,0.87,0.05,0.06,36047077600,MHI - Stable Exclusion,40.63,-73.94,0,0,0,NY,186545,0,0.072,0,40.6309255,-73.9411361,1610,1159
95,305,43.2,84159,92369,759,4.944467354,6,422200,2215,1037,1402,2496,1276,1248,2513,73.19,39.7,0.08,0.06,0.01,0.02746184285,0.08,0.09,0.01,0.07,0.05,0.46,0.03,0.07,0.06,0.02,0.95,0.7,0.17,0.03,0.1,0.22,0.24,0.05,0.09,0.04194654271,0.82,0.16,0.51,0.53,0.06,0.07,0.37,0.05,0.18,0.04,0.94,0.1562713675,0.05,36047078000,MHI - Stable Exclusion,40.63,-73.94,0,0,0,NY,164534,0,0.064,0,40.6344979,-73.9391486,1610,1139
465,638,45.8,56618,65050,1690,3,4,430300,2559,728,1139,5120,2528,2477,5120,63.11,35.6,0.06,0.06,0.01,0.02746184285,0.07,0.16,0.01,0.07,0.1,0.41,0.04,0.03,0.04,0.06,0.89,0.51,0.73,0.03,0.29,0.53,0.16,0.01,0.14,0.08,0.63,0.14,0.5,0.51,0.05,0.09,0.22,0.04,0.16,0.01,0.95,0.01,0.04,36047078200,MHI - Ongoing Exclusion,40.64,-73.94,0,0,0,NY,168304,0,0.065,0,40.6378537,-73.9414429,1428,1181
113,326,47.3,79000,99477,884,4.944467354,5.7,490800,2738,904,1428,2661,1358,1290,2661,83.01,41.4,0.05,0.06,0.01,0.01,0.08,0.07,0.04,0.09,0.08,0.41,0.07,0.04,0.05,0.04,0.88,0.65,0.44,0.06,0.11,0.33,0.18,0.06,0.05,0.04194654271,0.75,0.18,0.52,0.46,0.04,0.07,0.33,0.03,0.21,0.04,0.9,0.01,0.07,36047078400,MHI - Stable Exclusion,40.63,-73.94,0,0,0,NY,167427,0,0.065,0,40.6342624,-73.9429558,1610,1139
359,747,41.5,45114,55924,1909,4.5,3.8,396900,1500,960,1197,4986,2691,2640,4994,74.19,38.3,0.13,0.06,0.04,0.01,0.06,0.12,0.02,0.12,0.09,0.28,0.07,0.09,0.03,0.07,0.9,0.48,0.68,0.02,0.39,0.58,0.11,0.01,0.08,0.05,0.73,0.12,0.42,0.44,0.13,0.09,0.23,0.04,0.13,0.08,0.71,0.06,0.14,36047078600,LI - Not Losing Low-Income Households,40.63,-73.95,0,0,0,NY,171074,0,0.066,0,40.634414,-73.9470626,1406,1105
284,541,48.5,33301,51489,1319,5.3,3.6,485500,2883,840,1105,3114,1896,1859,3114,62.1,36.5,0.05,0.03,0.02,0.02746184285,0.01,0.17,0.02,0.02,0.09,0.45,0.04,0.09,0.06,0.16,0.86,0.47,0.82,0.02,0.35,0.7,0.03,0.02,0.05,0.13,0.75,0.11,0.26,0.46,0.06,0.04,0.17,0.05,0.14,0.05,0.88,0.01,0.13,36047078800,LI - Not Losing Low-Income Households,40.64,-73.95,0,0,0,NY,157109,0,0.061,0,40.6374655,-73.9488367,1406,1173
488,837,48.9,41443,57020,1986,7.2,3.7,587300,2641,903,1234,5143,2845,2809,5154,75.01,38.2,0.08,0.02,0.02,0.02,0.08,0.06,0.01,0.1,0.08,0.41,0.12,0.04,0.06,0.11,0.85,0.45,0.82,0.03,0.3,0.65,0.06,0.01,0.06,0.04,0.58,0.15,0.42,0.5,0.05,0.09,0.17,0.08,0.18,0.02,0.9,0.03,0.05,36047079000,LI - Not Losing Low-Income Households,40.64,-73.95,0,0,0,NY,182988,0,0.071,0,40.6409778,-73.9536967,1406,1105
282,639,49.5,36982,50557,1414,5.9,4,471700,2746,833,1106,3662,1903,1857,3965,56.91,33.6,0.16,0.03,0.01,0.02,0.18,0.07,0.02,0.03,0.09,0.37,0.07,0.08,0.04,0.1,0.81,0.34,0.74,0.07,0.27,0.62,0.06,0.05078651685,0.11,0.01,0.78,0.12,0.45,0.48,0.08,0.13,0.14,0.1,0.16,0.09,0.75,0.1562713675,0.14,36047079200,LI - Not Losing Low-Income Households,40.64,-73.95,0,0,0,NY,216691,0,0.084,0,40.6447642,-73.9549107,1300,1105
72,316,45.9,36237,48257,736,7.8,4.1,350800,1868,667,1231,1895,1212,1202,1904,92.91,37,0.07,0.06,0.03900655572,0.02,0.06,0.1,0.03797297297,0.02,0.13,0.42,0.1,0.07,0.02,0.2,0.87,0.44,0.68,0.04078389831,0.23,0.63,0.08,0.02,0.18,0.04,0.69,0.15,0.56,0.51,0.09,0.12,0.13,0.02,0.17,0.01,0.97,0.1562713675,0.03,36047079400,LI - Not Losing Low-Income Households,40.65,-73.96,0,0,0,NY,222181,0,0.086,0,40.6486053,-73.955286,1290,1179
258,393,41.5,53289,66944,1995,2.4,3.6,867900,2578,837,1250,4613,2413,2334,4622,88.5,35,0.1,0.03,0.01,0.04,0.07,0.04,0.07,0.04,0.07,0.39,0.14,0.06,0.04,0.09,0.89,0.59,0.84,0.04,0.33,0.79,0.02,0.05078651685,0.06,0.04,0.54,0.11,0.58,0.52,0.07,0.05,0.34,0.18,0.16,0.23,0.66,0.01,0.12,36047079601,LI - Ongoing Displacement of Low-Income Households,40.66,-73.96,0,0,0,NY,110399,0,0.043,0,40.6565964,-73.9582723,1288,1179
398,700,43.7,40000,49623,2072,5.7,3.7,299200,1144,835.5364007,1197,4870,2168,2100,4870,83.43,34.1,0.11,0.05,0.03900655572,0.01,0.11,0.08,0.02,0.07,0.12,0.39,0.04,0.07,0.05,0.1,0.91,0.5,0.93,0.05,0.37,0.69,0.05,0.05078651685,0.07,0.08,0.81,0.1,0.55,0.51,0.07,0.1,0.25,0.07,0.12,0.1,0.76,0.01,0.16,36047079602,LI - At Risk of Gentrification,40.65,-73.96,1,1,1,NY,134994,0,0.052,0,40.6527602,-73.9576551,1266,1179
207,301,40.6,71272,87757,1416,1.6,3.9,850000,2589,931,1271,3188,992,983,3188,81.24,37.1,0.12,0.01,0.05,0.02746184285,0.02,0.08,0.06,0.07,0.14,0.39,0.11,0.04,0.04,0.1,0.91,0.64,0.74,0.05,0.29,0.66,0.06,0.01,0.01,0.04194654271,0.7,0.14,0.53,0.47,0.04,0.07,0.5,0.22,0.19,0.31,0.57,0.04,0.14,36047079801,MHI - Stable Exclusion,40.66,-73.96,0,0,0,NY,129680,0,0.05,0,40.6600109,-73.9587186,1288,1147
369,433,38.4,60696,64586,2463,4.6,3.3,582861.201,2637.827457,835.5364007,1288,5811,2732,2657,5811,81.93,35.4,0.11,0.06,0.03,0.02746184285,0.1,0.02,0.06,0.05,0.13,0.29,0.17,0.04,0.06,0.12,0.81,0.54,0.99,0.06,0.34,0.82,0.03,0.05078651685,0.08,0.05,1,0.09,0.6,0.62,0.1,0.06,0.34,0.19,0.12,0.2,0.63,0.05,0.16,36047079802,MHI - Stable Exclusion,40.66,-73.96,0,0,0,NY,106372,0,0.041,0,40.6579907,-73.9613712,1271,1147
368,418,46.4,67981,95537,1489,16.5,4.9,946800,3406,910,1315,3678,1132,1125,3690,91.59,40.6,0.09,0.03,0.02,0.01,0.06,0.12,0.05,0.05,0.09,0.34,0.12,0.06,0.05,0.09,0.9,0.68,0.52,0.02,0.23,0.51,0.12,0.02,0.05,0.04194654271,0.66,0.15,0.43,0.38,0.03,0.09,0.38,0.17,0.2,0.24,0.7,0.02,0.05,36047080000,MHI - Stable Exclusion,40.66,-73.95,0,0,0,NY,173679,0,0.067,0,40.660686,-73.9537667,1315,1132
379,492,43.3,45030,67232,2023,1.3,3.6,603800,2238,631,1208,5106,2263,2207,5106,83.8,34.8,0.12,0.04,0.02,0.02,0.1,0.06,0.04,0.18,0.08,0.32,0.06,0.04,0.04,0.08,0.89,0.54,0.8,0.02,0.37,0.69,0.04,0.01,0.08,0.03,0.78,0.13,0.49,0.51,0.05,0.1,0.28,0.09,0.17,0.09,0.78,0.02,0.1,36047080200,LI - Not Losing Low-Income Households,40.66,-73.95,0,0,0,NY,185243,0,0.072,0,40.6576399,-73.9534407,1315,1200
157,345,42.8,32899,58643,1442,5.2,3.7,486400,2335,746,1219,3147,1664,1465,3173,71.24,35.5,0.11,0.03,0.03,0.03,0.11,0.03,0.02,0.07,0.07,0.41,0.09,0.09,0.03,0.14,0.78,0.42,0.79,0.04,0.36,0.61,0.07,0.05078651685,0.09,0.03,0.87,0.13,0.55,0.61,0.08,0.14,0.16,0.05,0.16,0.1,0.82,0.05,0.04,36047080400,LI - Not Losing Low-Income Households,40.66,-73.95,0,0,0,NY,189757,0,0.073,0,40.6589744,-73.9489902,1315,1200
612,889,37,39536,58400,1269,3.6,4.4,435600,2878,835.5364007,1372,4098,1770,1589,4125,76.89,25.8,0.09,0.11,0.03,0.02,0.12,0.06,0.02,0.04,0.07,0.41,0.06,0.04,0.03,0.07,0.92,0.38,0.73,0.07,0.22,0.58,0.11,0.02,0.1,0.03,0.82,0.08,0.53,0.41,0.07,0.1,0.28,0.07,0.12,0.46,0.5,0.02,0.03,36047080600,LI - Ongoing Gentrification,40.66,-73.94,1,2,2,NY,166299,0,0.064,0,40.6616591,-73.9438615,1274,251
19,5,47.7,9740,12905,273,3,2.7,582861.201,2637.827457,835.5364007,251,357,669,609,1321,127.37,61.7,0.56,0.05724859622,0.06,0.11,0.09,0.07,0.03797297297,0.07,0.14,0.17,0.19,0.07,0.05,0.53,0.95,0.06,1,0.04,0.29,0.95,0.1370536153,0.05078651685,0.06558448188,0.03,0.623960199,0.43,0.57,0.43,0.18,0.23,0.08,0.11,0.49,0.09,0.65,0.13,0.15,36047080800,LI - Not Losing Low-Income Households,40.66,-73.94,0,0,0,NY,321836,0,0.124,0,40.6573033,-73.9394864,1365,944
223,382,43.4,43229,59087,1025,4.8,4.1,489100,2525,682,1257,2235,780,733,2235,94.18,31.9,0.08,0.02,0.03900655572,0.02746184285,0.14,0.04,0.03,0.1,0.11,0.42,0.07,0.06,0.01,0.12,0.93,0.58,0.76,0.05,0.28,0.52,0.07,0.05078651685,0.07,0.01,0.61,0.15,0.53,0.47,0.03,0.03,0.27,0.12,0.16,0.17,0.78,0.01,0.02,36047081000,LI - Ongoing Gentrification,40.66,-73.94,1,2,2,NY,162414,0,0.063,0,40.6591131,-73.9445488,1372,251
206,338,45.4,40705,56958,1156,2.5,4.7,453400,2481,882,1310,2907,1673,1636,2912,83.26,39.7,0.13,0.03,0.04,0.01,0.06,0.11,0.02,0.06,0.07,0.4,0.08,0.06,0.07,0.12,0.87,0.5,0.58,0.03,0.26,0.56,0.04,0.02,0.05,0.03,0.79,0.17,0.52,0.44,0.11,0.05,0.2,0.02,0.2,0.01,0.89,0.07,0.04,36047081400,LI - Not Losing Low-Income Households,40.65,-73.94,0,0,0,NY,170174,0,0.066,0,40.6536407,-73.940238,1365,251
171,483,43.7,41071,50784,1081,5.9,4,451700,2814,1049,1277,2607,1591,1531,2627,88.45,38.4,0.12,0.05,0.02,0.02746184285,0.06,0.08,0.02,0.05,0.07,0.38,0.11,0.1,0.05,0.13,0.9,0.44,0.73,0.02,0.3,0.55,0.09,0.02,0.07,0.04,0.66,0.12,0.43,0.45,0.06,0.08,0.22,0.03,0.16,0.02,0.84,0.05,0.1,36047081600,LI - Not Losing Low-Income Households,40.65,-73.94,0,0,0,NY,179640,0,0.069,0,40.6535296,-73.9442053,1365,251
320,704,43.6,47378,59648,1804,3.9,3.6,167600,1355,823,1200,4348,2519,2436,4549,87.98,32.4,0.06,0.04,0.02,0.02,0.06,0.02,0.02,0.07,0.19,0.38,0.09,0.06,0.05,0.09,0.9,0.5,0.88,0.03,0.36,0.67,0.06,0.01,0.13,0.06,0.71,0.09,0.52,0.51,0.07,0.09,0.3,0.08,0.13,0.07,0.81,0.04,0.16,36047081800,LI - Ongoing Displacement of Low-Income Households,40.65,-73.95,0,0,0,NY,157918,0,0.061,0,40.6530923,-73.9479752,1315,1205
488,787,44.7,36921,78001,2110,9.6,3.5,400000,2375,600,1211,4890,2593,2516,4899,94.02,31.9,0.14,0.06,0.02,0.02746184285,0.14,0.11,0.03797297297,0.05,0.14,0.32,0.07,0.07,0.03,0.15,0.86,0.41,0.95,0.05,0.31,0.76,0.03,0.05078651685,0.03,0.08,0.43,0.12,0.5,0.49,0.1,0.12,0.14,0.05,0.16,0.05,0.83,0.01,0.11,36047082000,LI - Not Losing Low-Income Households,40.65,-73.95,0,0,0,NY,148600,0,0.057,0,40.653453,-73.9513097,1315,1200
714,850,47.1,41118,54929,3140,4.8,3.5,503800,3123,893,1205,7261,3875,3729,7479,68.67,35.4,0.06,0.04,0.03,0.02746184285,0.11,0.03,0.02,0.04,0.13,0.38,0.08,0.11,0.04,0.1,0.86,0.48,0.94,0.05,0.29,0.72,0.02,0.05078651685,0.05,0.07,0.71,0.15,0.53,0.55,0.1,0.07,0.24,0.09,0.17,0.06,0.86,0.02,0.1,36047082200,LI - Not Losing Low-Income Households,40.65,-73.95,0,0,0,NY,169861,0,0.066,0,40.6532888,-73.9544282,1315,1200
362,772,49.8,43155,60239,1895,9.5,3.9,432100,2875,927,1300,4361,2443,2395,4361,82.77,31.9,0.14,0.09,0.01,0.01,0.11,0.09,0.02,0.06,0.07,0.42,0.05,0.05,0.01,0.15,0.83,0.42,0.79,0.04,0.37,0.64,0.03,0.02,0.08,0.03,0.75,0.09,0.59,0.5,0.06,0.07,0.2,0.06,0.12,0.03,0.86,0.02,0.1,36047082400,LI - Not Losing Low-Income Households,40.65,-73.95,0,0,0,NY,214344,0,0.083,0,40.6488473,-73.949358,1211,1106
267,489,42.4,44063,59557,2148,3,3.9,389300,2761,957,1157,5081,2748,2660,5081,79.03,38,0.13,0.07,0.01,0.02746184285,0.13,0.09,0.03797297297,0.06,0.09,0.42,0.05,0.03,0.05,0.12,0.89,0.47,0.72,0.03,0.25,0.57,0.09,0.05078651685,0.06,0.04194654271,0.63,0.17,0.52,0.54,0.07,0.1,0.22,0.07,0.21,0.06,0.87,0.1562713675,0.06,36047082600,LI - Not Losing Low-Income Households,40.65,-73.95,0,0,0,NY,199092,0,0.077,0,40.6450647,-73.9489732,1300,1105
341,748,46.7,49632,59693,1535,14.1,3.9,391700,2716,1054,1173,4113,2078,2044,4135,83.37,32.8,0.06,0.05,0.04,0.02,0.06,0.05,0.02,0.07,0.06,0.47,0.08,0.04,0.05,0.07,0.92,0.53,0.73,0.04,0.33,0.64,0.08,0.01,0.12,0.03,0.73,0.11,0.5,0.47,0.07,0.07,0.27,0.05,0.16,0.04,0.87,0.01,0.12,36047082800,LI - Ongoing Gentrification,40.64,-73.95,1,2,2,NY,156676,0,0.06,0,40.6409911,-73.9496047,1406,1105
528,985,40,50606,57561,2416,4.1,3.9,440700,2723,967,1238,6395,4240,4170,6395,67.58,34.6,0.05,0.05,0.03,0.02746184285,0.1,0.03,0.03797297297,0.02,0.06,0.52,0.07,0.07,0.03,0.07,0.87,0.42,0.85,0.01,0.38,0.61,0.05,0.01,0.09,0.03,0.78,0.1,0.45,0.48,0.04,0.05,0.29,0.06,0.12,0.04,0.88,0.03,0.09,36047083000,LI - Ongoing Displacement of Low-Income Households,40.64,-73.95,0,0,0,NY,201785,0,0.078,0,40.640887,-73.9455028,1406,1105
175,263,45.5,63708,71775,808,4.944467354,5.1,384800,2603,763,1369,2412,1309,1273,2412,71.92,40.3,0.06,0.06,0.03,0.01,0.08,0.13,0.03797297297,0.08,0.07,0.32,0.04,0.11,0.07,0.03,0.92,0.59,0.39,0.02,0.22,0.28,0.16,0.02,0.02,0.04194654271,0.67,0.2,0.45,0.44,0.08,0.04,0.27,0.07,0.24,0.03,0.95,0.01,0.02,36047083200,MHI - Stable Exclusion,40.64,-73.94,0,0,0,NY,145549,0,0.056,0,40.641524,-73.9416243,1402,1139
55,231,45.3,56726,70146,594,4.944467354,5.4,376000,2194,720,1181,1524,782,782,1524,73.58,44.4,0.12,0.08,0.07,0.02,0.06,0.06,0.02,0.07,0.07,0.46,0.01,0.03,0.06,0.03,0.95,0.68,0.22,0.04078389831,0.11,0.27,0.14,0.04,0.07,0.04194654271,0.8,0.22,0.44,0.35,0.02,0.04,0.27,0.05,0.24,0.04,0.92,0.1562713675,0.01,36047083400,MHI - Stable Exclusion,40.64,-73.94,0,0,0,NY,125994,0,0.049,0,40.6415499,-73.9384751,1402,1139
189,253,47.3,67454,77017,817,4.944467354,4.8,435500,2589,722,1348,2109,1131,1118,2109,77.82,42.6,0.1,0.06,0.03,0.01,0.08,0.11,0.01,0.05,0.08,0.38,0.04,0.06,0.09,0.05,0.88,0.68,0.42,0.04,0.23,0.36,0.18,0.04,0.02,0.02,0.78,0.11,0.4,0.45,0.03,0.07,0.23,0.02,0.15,0.01,0.96,0.01,0.01,36047083600,MHI - Stable Exclusion,40.64,-73.94,0,0,0,NY,208197,0,0.08,0,40.6371028,-73.9351273,1428,1139
177,250,46.2,53438,74387,801,4.944467354,5.5,413300,2297,651,1277,2334,1180,1180,2339,70.61,43.8,0.04,0.01,0.01,0.01,0.12,0.13,0.01,0.03,0.09,0.46,0.09,0.04,0.01,0.07,0.94,0.66,0.26,0.04078389831,0.13,0.34,0.2,0.06,0.03,0.04194654271,0.69,0.22,0.47,0.38,0.07,0.07,0.26,0.04,0.25,0.04,0.95,0.1562713675,0.03,36047083800,LI - Not Losing Low-Income Households,40.64,-73.94,0,0,0,NY,166942,0,0.064,0,40.6417561,-73.935135,1369,1139
165,267,45.8,51534,66468,861,4.7,4.9,407600,2477,753,1178,2459,1206,1198,2472,78.48,36.9,0.07,0.02,0.05,0.03,0.07,0.08,0.03,0.04,0.09,0.49,0.02,0.03,0.07,0.08,0.93,0.58,0.35,0.04078389831,0.2,0.41,0.14,0.04,0.05,0.04,0.74,0.16,0.45,0.47,0.05,0.09,0.18,0.03,0.18,0.05,0.85,0.01,0.1,36047084000,LI - Not Losing Low-Income Households,40.64,-73.93,0,0,0,NY,170057,0,0.066,0,40.6419943,-73.931292,1644,1146
113,214,46.1,53594,68007,753,4.944467354,4.6,400400,2410,796,1254,1765,1007,985,1770,69.54,42.8,0.07,0.03,0.05,0.02746184285,0.12,0.09,0.02,0.07,0.1,0.35,0.04,0.11,0.03,0.08,0.9,0.54,0.51,0.03,0.21,0.36,0.13,0.04,0.04,0.01,0.65,0.19,0.41,0.5,0.02,0.08,0.23,0.03,0.22,0.05,0.9,0.1562713675,0.06,36047084600,LI - Not Losing Low-Income Households,40.64,-73.93,0,0,0,NY,166530,0,0.064,0,40.642285,-73.9274549,1644,1146
85,129,44.7,54120,62694,614,4.944467354,4.9,432100,2727,960,1215,1480,887,870,1491,77.5,43.5,0.08,0.05,0.04,0.01,0.1,0.07,0.03,0.02,0.07,0.43,0.06,0.11,0.01,0.1,0.9,0.59,0.32,0.04078389831,0.26,0.44,0.16,0.04,0.02,0.03,0.71,0.22,0.37,0.47,0.09,0.04,0.28,0.07,0.27,0.4330876686,0.97,0.02,0.02,36047084800,LI - Not Losing Low-Income Households,40.65,-73.93,0,0,0,NY,137502,0,0.053,0,40.646427,-73.9278611,1644,1146
69,211,48.8,70208,83938,515,4.944467354,5.1,409100,2591,925,1644,1576,784,779,1576,65.72,38.6,0.07,0.04,0.01,0.01,0.14,0.12,0.03,0.03,0.04,0.45,0.03,0.07,0.04,0.04,0.91,0.67,0.18,0.04078389831,0.16,0.27,0.22,0.05,0.03,0.04194654271,0.83,0.14,0.52,0.47,0.02,0.02,0.24,0.05,0.2,0.01,0.98,0.1562713675,0.04,36047085000,MHI - Stable Exclusion,40.65,-73.93,0,0,0,NY,144613,0,0.056,0,40.6457434,-73.932316,1254,1146
177,321,41.3,47763,60621,780,4.944467354,4.7,435800,2387,839,1213,2042,1047,1013,2042,94.48,36.5,0.06,0.16,0.01,0.02746184285,0.1,0.11,0.01,0.08,0.07,0.33,0.03,0.07,0.03,0.1,0.94,0.48,0.51,0.06,0.15,0.45,0.17,0.03,0.05,0.02,0.77,0.17,0.56,0.39,0.05,0.07,0.22,0.04,0.2,0.01,0.88,0.1562713675,0.1,36047085400,LI - Not Losing Low-Income Households,40.64,-73.94,0,0,0,NY,128750,0,0.05,0,40.6443465,-73.943876,1369,1139
74,271,44.7,49657,54897,1615,4.944467354,3.9,433200,2837,847,1194,3174,2081,2044,3174,60.06,43.2,0.1,0.04,0.01,0.02,0.14,0.09,0.03,0.04,0.16,0.37,0.02,0.05,0.03,0.07,0.77,0.5,0.8,0.03,0.33,0.62,0.12,0.01,0.02,0.03,0.74,0.18,0.45,0.56,0.05,0.1,0.22,0.03,0.22,0.01,0.9,0.01,0.09,36047085600,LI - Not Losing Low-Income Households,40.65,-73.94,0,0,0,NY,158646,0,0.061,0,40.6486244,-73.9448276,1365,1213
205,401,44.6,52344,61897,939,4.944467354,4.6,377300,2244,742,1261,2552,1382,1335,2552,89.74,37.6,0.04,0.04,0.04,0.02746184285,0.05,0.12,0.01,0.07,0.09,0.46,0.04,0.04,0.04,0.04,0.91,0.53,0.55,0.04078389831,0.31,0.44,0.18,0.02,0.03,0.02,0.73,0.18,0.5,0.39,0.09,0.06,0.19,0.04,0.2,0.01,0.92,0.03,0.05,36047085800,LI - Not Losing Low-Income Households,40.65,-73.94,0,0,0,NY,133472,0,0.052,0,40.6502075,-73.9390272,1365,251
237,644,43.8,51333,62307,1363,4.944467354,4.1,423900,2333,835.5364007,1170,3705,2116,2047,3710,81.6,40.1,0.1,0.08,0.01,0.05,0.04,0.09,0.01,0.04,0.03,0.44,0.09,0.1,0.02,0.07,0.83,0.52,0.63,0.02,0.09,0.5,0.1,0.02,0.12,0.04,0.92,0.14,0.36,0.38,0.12,0.07,0.17,0.04,0.22,0.01,0.91,0.02,0.13,36047086000,LI - Ongoing Gentrification,40.65,-73.93,1,2,2,NY,174109,0,0.067,0,40.6499956,-73.9329233,1644,1146
364,329,50.7,48750,67812,1231,1.7,3.8,438800,2431,550,1146,2900,1929,1892,2900,63.01,33.6,0.09,0.03,0.04,0.02746184285,0.15,0.07,0.03797297297,0.12,0.05,0.41,0.02,0.06,0.05,0.07,0.85,0.57,0.72,0.02,0.33,0.45,0.15,0.01,0.08,0.04194654271,0.84,0.09,0.59,0.48,0.04,0.06,0.24,0.01,0.12,0.04,0.95,0.1562713675,0.01,36047086200,LI - Ongoing Displacement of Low-Income Households,40.65,-73.93,0,0,0,NY,140147,0,0.054,0,40.6502164,-73.9282257,1644,1170
208,319,44.6,41538,62715,800,1.4,4.6,448100,2528,745,1168,2239,1220,1170,2239,77.56,40.3,0.15,0.05,0.01,0.03,0.1,0.14,0.03,0.03,0.1,0.38,0.06,0.05,0.04,0.1,0.9,0.52,0.55,0.04,0.26,0.46,0.06,0.04,0.09,0.04,0.6,0.15,0.4,0.43,0.05,0.05,0.2,0.05,0.18,0.01,0.97,0.1562713675,0.07,36047086400,LI - Not Losing Low-Income Households,40.65,-73.92,0,0,0,NY,150824,0,0.058,0,40.654339,-73.9238466,1217,1074
269,313,43.5,45451,64644,1396,4.944467354,4.4,408100,2622,839,1197,2993,1502,1442,2993,71.81,38.5,0.07,0.08,0.01,0.02746184285,0.07,0.07,0.01,0.06,0.15,0.43,0.01,0.09,0.04,0.11,0.89,0.52,0.61,0.01,0.35,0.55,0.07,0.05078651685,0.05,0.01,0.68,0.15,0.51,0.6,0.1,0.04,0.29,0.07,0.17,0.02,0.95,0.01,0.03,36047086600,LI - Not Losing Low-Income Households,40.66,-73.93,0,0,0,NY,156523,0,0.06,0,40.656375,-73.9267616,1268,1101
210,429,47.9,57850,57483,1359,4.944467354,3.7,538000,2986,895,1268,3416,2076,2021,3416,85.55,38.9,0.08,0.09,0.03,0.01,0.13,0.07,0.01,0.05,0.03,0.33,0.09,0.12,0.05,0.07,0.83,0.39,0.81,0.05,0.33,0.56,0.06,0.05,0.06,0.03,0.56,0.11,0.43,0.48,0.1,0.07,0.18,0.02,0.18,0.09,0.8,0.01,0.13,36047086800,MHI - Stable Exclusion,40.65,-73.93,0,0,0,NY,174581,0,0.067,0,40.6543124,-73.9297309,1244,1146
248,548,47.1,35938,55279,1296,1.6,4.1,427700,2771,800,1244,3277,2011,1926,3285,81.69,38.2,0.14,0.08,0.01,0.01,0.11,0.11,0.02,0.05,0.11,0.35,0.04,0.07,0.04,0.16,0.9,0.49,0.68,0.04078389831,0.31,0.5,0.08,0.02,0.08,0.01,0.56,0.16,0.44,0.48,0.13,0.03,0.2,0.06,0.19,0.01,0.93,0.1562713675,0.07,36047087000,LI - Not Losing Low-Income Households,40.65,-73.93,0,0,0,NY,155718,0,0.06,0,40.6541803,-73.9334039,1268,1146
